type,category,name,symbol,unit,price,change,change_percent,weekly_percent,monthly_percent,ytd_percent,yoy_percent,date,url,scraped_at
stock,Asia,TSI,TSI,Index Points,44426.0,1039.0,2.4,11.25,-2.32,53.38,85.08,Aug/06,https://tradingeconomics.com/taiwan/stock-market,2026-08-06T12:18:04.604823
stock,Asia,ADX General,ADX General,Index Points,10111.0,0.0,0.0,2.76,1.91,1.19,-2.11,Aug/06,https://tradingeconomics.com/united-arab-emirates/stock-market,2026-08-06T12:18:04.604885
stock,Asia,SET 50,SET 50,Index Points,1087.0,9.0,0.87,1.26,3.04,30.04,31.7,Aug/06,https://tradingeconomics.com/thailand/stock-market,2026-08-06T12:18:04.604945
stock,Asia,FKLCI,FKLCI,Index Points,1739.0,9.0,-0.52,1.09,3.34,3.51,12.26,Aug/06,https://tradingeconomics.com/malaysia/stock-market,2026-08-06T12:18:04.605006
stock,Asia,STI,STI,Index Points,5626.0,45.0,0.81,-0.83,5.32,21.1,32.13,Aug/06,https://tradingeconomics.com/singapore/stock-market,2026-08-06T12:18:04.605070
stock,Asia,TA-125,TA-125,Index Points,4023.0,27.0,-0.68,0.96,-2.93,9.82,35.17,Aug/05,https://tradingeconomics.com/israel/stock-market,2026-08-06T12:18:04.605130
stock,Asia,HK50,HK50,Index Points,25461.0,455.0,-1.75,-1.54,8.36,-0.66,1.51,Aug/06,https://tradingeconomics.com/hong-kong/stock-market,2026-08-06T12:18:04.605190
stock,Asia,PSEi,PSEi,Index Points,6249.0,37.0,-0.59,-0.89,0.04,3.25,-1.81,Aug/06,https://tradingeconomics.com/philippines/stock-market,2026-08-06T12:18:04.605249
stock,Asia,KSE 100,KSE 100,Index Points,181288.0,1273.0,0.71,3.27,-2.67,4.16,24.47,Aug/06,https://tradingeconomics.com/pakistan/stock-market,2026-08-06T12:18:04.605309
stock,Asia,KASE,KASE,Index Points,7888.0,13.0,0.17,1.98,2.42,12.18,22.71,Aug/06,https://tradingeconomics.com/kazakhstan/stock-market,2026-08-06T12:18:04.605367
stock,Asia,QE,QE,Index Points,10182.0,89.0,0.88,1.75,-0.83,-5.4,-10.1,Aug/05,https://tradingeconomics.com/qatar/stock-market,2026-08-06T12:18:04.605427
stock,Asia,HNX,HNX,Index Points,290.78,2.81,-0.96,5.72,-1.01,16.89,7.35,Aug/06,https://tradingeconomics.com/vhindex:ind,2026-08-06T12:18:04.605485
stock,Asia,VN,VN,Index Points,1772.0,5.0,-0.27,1.55,-4.14,-0.72,12.0,Aug/06,https://tradingeconomics.com/vietnam/stock-market,2026-08-06T12:18:04.605546
stock,Asia,MSM 30,MSM 30,Index Points,7341.0,8.0,-0.11,0.88,-3.97,25.13,51.37,Aug/06,https://tradingeconomics.com/oman/stock-market,2026-08-06T12:18:04.605617
stock,Asia,ASPI,ASPI,Index Points,21266.0,99.0,0.47,0.55,-3.17,-6.0,7.26,Aug/06,https://tradingeconomics.com/sri-lanka/stock-market,2026-08-06T12:18:04.605683
stock,Asia,Blom,Blom,Index Points,1772.0,0.0,0.0,2.38,-1.42,-9.89,-12.46,Aug/06,https://tradingeconomics.com/lebanon/stock-market,2026-08-06T12:18:04.605744
stock,Asia,ASE,ASE,Index Points,3969.0,18.0,-0.45,-0.24,2.86,9.9,36.96,Aug/05,https://tradingeconomics.com/jordan/stock-market,2026-08-06T12:18:04.605807
stock,Asia,LSX Composite,LSX Composite,Index Points,1321.0,8.0,-0.59,-1.66,-2.12,5.89,-10.06,Aug/06,https://tradingeconomics.com/laos/stock-market,2026-08-06T12:18:04.605869
stock,Asia,MSE 20,MSE 20,Index Points,54630.0,318.0,-0.58,-0.24,6.42,0.28,11.52,Aug/06,https://tradingeconomics.com/mongolia/stock-market,2026-08-06T12:18:04.605928
stock,Asia,DFM General,DFM General,Index Points,6008.0,22.0,0.36,3.64,-1.36,-0.65,-2.41,Aug/05,https://tradingeconomics.com/dfmgi:ind,2026-08-06T12:18:04.605989
stock,Asia,Kuwait All Share,Kuwait All Share,Index Points,8876.76,29.67,0.34,1.54,1.58,-0.35,3.69,Aug/05,https://tradingeconomics.com/kuwait/stock-market,2026-08-06T12:18:04.606049
stock,Asia,JPVIX,JPVIX,Index Points,33.07,1.2,-3.5,-16.32,-11.48,39.12,25.22,Aug/05,https://tradingeconomics.com/vxj:ind,2026-08-06T12:18:04.606109
stock,Asia,NIFTY 50,NIFTY 50,Index Points,24648.0,24.0,0.1,1.36,1.02,-5.67,0.21,Aug/06,https://tradingeconomics.com/nifty:ind,2026-08-06T12:18:04.606167
stock,Asia,Estirad,Estirad,Index Points,1965.23,8.99,0.46,0.28,-2.89,-4.9,1.01,Aug/05,https://tradingeconomics.com/bahrain/stock-market,2026-08-06T12:18:04.606226
stock,Oceania,ASX All Share,ASX All Share,Index Points,9452.0,47.0,0.5,3.61,4.97,4.8,3.85,Aug/06,https://tradingeconomics.com/as30:ind,2026-08-06T12:18:04.606387
stock,Oceania,ASX200,ASX200,Index Points,9272.0,44.0,0.47,3.39,5.31,6.4,4.98,Aug/06,https://tradingeconomics.com/australia/stock-market,2026-08-06T12:18:04.606447
stock,Oceania,AU50,AU50,Index Points,9075.0,24.0,0.27,2.63,5.41,8.81,5.55,Aug/06,https://tradingeconomics.com/as52:ind,2026-08-06T12:18:04.606506
stock,Oceania,NZX 50,NZX 50,Index Points,13935.0,63.0,-0.45,1.25,1.25,2.85,8.13,Aug/06,https://tradingeconomics.com/new-zealand/stock-market,2026-08-06T12:18:04.606567
stock,Africa,NSE All Share,NSE All Share,Index Points,244912.0,109.0,0.04,-0.84,4.58,57.39,67.96,Aug/05,https://tradingeconomics.com/nigeria/stock-market,2026-08-06T12:18:04.606841
stock,Africa,SAALL,SAALL,Index Points,115416.0,1159.0,1.01,4.51,3.82,-0.36,15.24,Aug/05,https://tradingeconomics.com/south-africa/stock-market,2026-08-06T12:18:04.606901
stock,Africa,SA40,SA40,Index Points,107377.0,1176.0,1.11,4.93,4.46,-0.56,15.8,Aug/05,https://tradingeconomics.com/top40:ind,2026-08-06T12:18:04.606960
stock,Africa,EGX 30,EGX 30,Index Points,54660.0,158.0,0.29,1.92,4.11,30.67,54.06,Aug/05,https://tradingeconomics.com/egypt/stock-market,2026-08-06T12:18:04.607021
stock,Africa,CFG 25,CFG 25,Index Points,18330.0,267.0,1.48,3.33,-0.38,-2.74,-6.88,Aug/05,https://tradingeconomics.com/morocco/stock-market,2026-08-06T12:18:04.607079
stock,Africa,Nairobi 20,Nairobi 20,Index Points,4163.0,10.0,-0.25,2.79,8.29,32.62,64.88,Aug/05,https://tradingeconomics.com/kenya/stock-market,2026-08-06T12:18:04.607137
stock,Africa,Nairobi All Share,Nairobi All Share,Index Points,234.0,4.0,-1.62,-0.53,2.74,25.64,47.21,Aug/05,https://tradingeconomics.com/nseasi:ind,2026-08-06T12:18:04.607198
stock,Africa,DSEI,DSEI,Index Points,4189.0,0.0,0.0,0.38,2.1,51.67,66.37,Aug/06,https://tradingeconomics.com/tanzania/stock-market,2026-08-06T12:18:04.607256
stock,Africa,TUN,TUN,Index Points,20156.0,31.0,-0.15,0.8,1.65,49.86,71.55,Aug/05,https://tradingeconomics.com/tunisia/stock-market,2026-08-06T12:18:04.607320
stock,Africa,GGSECI,GGSECI,Index Points,15222.0,163.0,-1.06,-1.06,3.48,73.52,112.42,Aug/05,https://tradingeconomics.com/ghana/stock-market,2026-08-06T12:18:04.607380
stock,Africa,SEMDEX,SEMDEX,Index Points,2281.0,0.0,0.02,-0.5,1.5,-4.24,-6.24,Aug/06,https://tradingeconomics.com/mauritius/stock-market,2026-08-06T12:18:04.607440
stock,Africa,USE All Share,USE All Share,Index Points,2206.82,5.68,0.26,0.9,4.93,36.06,63.03,Aug/03,https://tradingeconomics.com/uganda/stock-market,2026-08-06T12:18:04.607498
stock,Africa,NSX Overall,NSX Overall,Index Points,2425.0,7.0,0.28,5.81,3.86,13.27,38.33,Aug/05,https://tradingeconomics.com/namibia/stock-market,2026-08-06T12:18:04.607555
stock,Africa,Gaborone,Gaborone,Index Points,11188.0,0.0,0.0,0.0,0.27,1.43,6.52,Aug/03,https://tradingeconomics.com/botswana/stock-market,2026-08-06T12:18:04.607623
stock,Africa,ZSI Industrials,ZSI Industrials,Index Points,472.24,0.63,-0.13,1.06,10.53,75.5,129.64,Aug/05,https://tradingeconomics.com/zimbabwe/stock-market,2026-08-06T12:18:04.607682
commodity,Energy,Crude Oil,Crude Oil,USD/Bbl,75.568,0.348,0.46,-9.6,7.28,31.61,18.3,Aug/06,https://tradingeconomics.com/commodity/crude-oil,2026-08-06T12:18:04.897448
commodity,Energy,Brent,Brent,USD/Bbl,79.983,0.533,0.67,-7.94,7.85,31.44,20.4,Aug/06,https://tradingeconomics.com/commodity/brent-crude-oil,2026-08-06T12:18:04.897524
commodity,Energy,Natural gas,Natural gas,USD/MMBtu,2.7001,0.0121,0.45,-2.1,-17.3,-26.75,-11.96,Aug/06,https://tradingeconomics.com/commodity/natural-gas,2026-08-06T12:18:04.897584
commodity,Energy,Gasoline,Gasoline,USD/Gal,2.8405,0.0017,0.06,-9.29,-3.84,66.02,37.18,Aug/06,https://tradingeconomics.com/commodity/gasoline,2026-08-06T12:18:04.897650
commodity,Energy,Heating Oil,Heating Oil,USD/Gal,3.7937,0.0025,-0.07,-8.12,14.9,78.82,67.36,Aug/06,https://tradingeconomics.com/commodity/heating-oil,2026-08-06T12:18:04.897710
commodity,Energy,Coal,Coal,USD/T,128.8,2.05,-1.57,-1.08,0.31,19.81,12.49,Aug/05,https://tradingeconomics.com/commodity/coal,2026-08-06T12:18:04.897768
commodity,Energy,EU Gas,EU Gas,EUR/MWh,54.2,1.79,3.42,-7.07,15.79,92.45,64.48,Aug/06,https://tradingeconomics.com/commodity/eu-natural-gas,2026-08-06T12:18:04.897822
commodity,Energy,UK Gas,UK Gas,GBp/thm,132.7535,4.7135,3.68,-6.82,19.87,79.86,63.81,Aug/06,https://tradingeconomics.com/commodity/uk-natural-gas,2026-08-06T12:18:04.897874
commodity,Energy,Ethanol,Ethanol,USD/Gal,1.9325,0.0,0.0,-1.4,0.65,21.73,8.87,Aug/05,https://tradingeconomics.com/commodity/ethanol,2026-08-06T12:18:04.897927
commodity,Energy,Naphtha,Naphtha,USD/T,668.77,14.47,-2.12,-14.51,8.45,36.94,21.38,Aug/05,https://tradingeconomics.com/commodity/naphtha,2026-08-06T12:18:04.897981
commodity,Energy,Propane,Propane,USD/Gal,0.67,0.0,0.08,-7.24,-3.54,5.99,-0.72,Aug/05,https://tradingeconomics.com/commodity/propane,2026-08-06T12:18:04.898037
commodity,Energy,Uranium,Uranium,USD/Lbs,86.35,0.05,0.06,-0.29,0.99,5.76,19.35,Aug/05,https://tradingeconomics.com/commodity/uranium,2026-08-06T12:18:04.898096
commodity,Energy,Methanol,Methanol,CNY/T,2500.0,80.0,-3.1,-4.58,5.57,14.16,4.34,Aug/05,https://tradingeconomics.com/commodity/methanol,2026-08-06T12:18:04.898149
commodity,Energy,Coking Coal,Coking Coal,USD/T,215.0,2.5,1.18,-5.08,-8.38,-1.6,8.59,Aug/05,https://tradingeconomics.com/commodity/coking-coal,2026-08-06T12:18:04.898202
commodity,Energy,LNG JKM,LNG JKM,USD/MMBTU,20.92,0.26,-1.23,-2.4,30.19,117.75,75.31,Aug/05,https://tradingeconomics.com/commodity/liquefied-natural-gas-japan-korea,2026-08-06T12:18:04.898256
commodity,Energy,German Gas,German Gas,EUR/MWh,53.62,3.34,-5.86,-11.83,18.55,78.73,52.98,Aug/05,https://tradingeconomics.com/commodity/germany-natural-gas-the,2026-08-06T12:18:04.898313
commodity,Energy,Urals Oil,Urals Oil,USD/Bbl,76.24,0.98,1.3,6.04,45.25,51.15,19.26,Aug/05,https://tradingeconomics.com/commodity/urals-oil,2026-08-06T12:18:04.898366
commodity,Metals,Gold,Gold,USD/t.oz,4254.27,6.87,0.16,3.68,3.62,-1.52,25.3,Aug/06,https://tradingeconomics.com/commodity/gold,2026-08-06T12:18:04.898605
commodity,Metals,Silver,Silver,USD/t.oz,61.672,0.349,-0.56,4.52,2.88,-13.46,61.11,Aug/06,https://tradingeconomics.com/commodity/silver,2026-08-06T12:18:04.898658
commodity,Metals,Copper,Copper,USD/Lbs,6.6828,0.0202,-0.3,3.7,8.28,17.61,51.77,Aug/06,https://tradingeconomics.com/commodity/copper,2026-08-06T12:18:04.898713
commodity,Metals,Steel,Steel,CNY/T,3005.0,2.0,-0.07,0.47,-1.57,-2.94,-6.53,Aug/06,https://tradingeconomics.com/commodity/steel,2026-08-06T12:18:04.898767
commodity,Metals,Lithium,Lithium,CNY/T,141500.0,1250.0,0.89,-3.08,-13.98,19.41,99.02,Aug/06,https://tradingeconomics.com/commodity/lithium,2026-08-06T12:18:04.898822
commodity,Metals,Iron Ore CNY,Iron Ore CNY,CNY/T,715.0,9.0,1.27,0.0,-2.79,-9.44,-7.74,Aug/06,https://tradingeconomics.com/commodity/iron-ore-cny,2026-08-06T12:18:04.898875
commodity,Metals,Platinum,Platinum,USD/t.oz,1759.9,13.0,0.74,6.01,5.83,-14.98,30.34,Aug/06,https://tradingeconomics.com/commodity/platinum,2026-08-06T12:18:04.898926
commodity,Metals,Cobalt Hydroxide,Cobalt Hydroxide,USD/MT,51269.98,1334.23,2.67,-4.46,-5.85,-10.83,65.82,Aug/05,https://tradingeconomics.com/commodity/cobalt-hydroxide,2026-08-06T12:18:04.898980
commodity,Metals,HRC Steel,HRC Steel,USD/T,1194.93,1.93,0.16,0.16,2.66,27.8,42.59,Aug/06,https://tradingeconomics.com/commodity/hrc-steel,2026-08-06T12:18:04.899033
commodity,Metals,Scrap Aluminum,Scrap Aluminum,USD/T,2416.27,16.54,0.69,2.14,5.59,0.55,10.93,Aug/04,https://tradingeconomics.com/commodity/scrap-aluminum,2026-08-06T12:18:04.899089
commodity,Metals,Iron Ore,Iron Ore,USD/T,93.91,0.21,0.22,-4.44,-4.47,-12.34,-6.95,Aug/05,https://tradingeconomics.com/commodity/iron-ore,2026-08-06T12:18:04.899142
commodity,Metals,Silicon,Silicon,CNY/T,8370.0,0.0,0.0,2.7,0.84,-4.62,-2.79,Aug/06,https://tradingeconomics.com/commodity/silicon,2026-08-06T12:18:04.899195
commodity,Metals,Scrap Steel,Scrap Steel,USD/T,380.0,10.5,-2.69,-4.28,1.33,3.97,8.42,Aug/04,https://tradingeconomics.com/commodity/scrap-steel,2026-08-06T12:18:04.899250
commodity,Metals,Titanium,Titanium,CNY/KG,44.5,0.0,0.0,-2.2,-4.3,-3.26,-9.18,Aug/06,https://tradingeconomics.com/commodity/titanium,2026-08-06T12:18:04.899303
commodity,Agricultural,Soybeans,Soybeans,USd/Bu,1153.62,2.12,0.18,-2.01,-3.6,11.95,18.72,Aug/06,https://tradingeconomics.com/commodity/soybeans,2026-08-06T12:18:04.899623
commodity,Agricultural,Wheat,Wheat,USd/Bu,643.58,1.33,0.21,-3.0,5.63,26.94,24.18,Aug/06,https://tradingeconomics.com/commodity/wheat,2026-08-06T12:18:04.899679
commodity,Agricultural,Lumber,Lumber,USD/1000 board feet,579.5,7.0,-1.19,-8.6,-6.83,7.61,-13.51,Aug/05,https://tradingeconomics.com/commodity/lumber,2026-08-06T12:18:04.899732
commodity,Agricultural,Palm Oil,Palm Oil,MYR/T,4702.0,6.0,0.13,0.81,3.34,16.1,10.19,Aug/05,https://tradingeconomics.com/commodity/palm-oil,2026-08-06T12:18:04.899785
commodity,Agricultural,Cheese,Cheese,USD/Lbs,1.6321,0.0029,-0.18,-0.24,1.69,12.71,-7.74,Aug/06,https://tradingeconomics.com/commodity/cheese,2026-08-06T12:18:04.899856
commodity,Agricultural,Milk,Milk,USD/CWT,16.64,0.04,0.24,6.39,6.67,9.33,-4.15,Aug/06,https://tradingeconomics.com/commodity/milk,2026-08-06T12:18:04.899914
commodity,Agricultural,Rubber,Rubber,USD Cents / Kg,216.9,5.9,2.8,-0.09,2.5,20.57,29.42,Aug/05,https://tradingeconomics.com/commodity/rubber,2026-08-06T12:18:04.899973
commodity,Agricultural,Orange Juice,Orange Juice,USd/Lbs,157.7,2.0,-1.25,14.32,-5.43,-23.15,-32.27,Aug/05,https://tradingeconomics.com/commodity/orange-juice,2026-08-06T12:18:04.900030
commodity,Agricultural,Coffee,Coffee,USd/Lbs,311.45,2.65,0.86,-4.4,-11.0,-10.7,6.15,Aug/05,https://tradingeconomics.com/commodity/coffee,2026-08-06T12:18:04.900087
commodity,Agricultural,Cotton,Cotton,USd/Lbs,83.152,0.132,0.16,3.08,2.29,29.38,28.27,Aug/06,https://tradingeconomics.com/commodity/cotton,2026-08-06T12:18:04.900144
commodity,Agricultural,Rice,Rice,USD/cwt,14.055,0.09,0.64,2.11,6.36,46.48,10.63,Aug/06,https://tradingeconomics.com/commodity/rice,2026-08-06T12:18:04.900202
commodity,Agricultural,Canola,Canola,CAD/T,763.78,2.22,-0.29,-0.63,0.42,29.59,12.77,Aug/06,https://tradingeconomics.com/commodity/canola,2026-08-06T12:18:04.900258
commodity,Agricultural,Oat,Oat,USd/Bu,315.5118,0.9882,-0.31,1.13,7.32,4.3,-4.97,Aug/06,https://tradingeconomics.com/commodity/oat,2026-08-06T12:18:04.900314
commodity,Agricultural,Wool,Wool,AUD/100Kg,1873.0,0.0,0.0,0.0,-1.63,21.54,51.17,Aug/06,https://tradingeconomics.com/commodity/wool,2026-08-06T12:18:04.900370
commodity,Agricultural,Sugar,Sugar,USd/Lbs,15.15,0.11,0.73,4.48,-0.46,0.93,-5.37,Aug/05,https://tradingeconomics.com/commodity/sugar,2026-08-06T12:18:04.900425
commodity,Agricultural,Cocoa,Cocoa,USD/T,5882.0,42.0,-0.71,13.44,3.3,-3.02,-30.55,Aug/05,https://tradingeconomics.com/commodity/cocoa,2026-08-06T12:18:04.900480
commodity,Agricultural,Tea,Tea,INR/Kgs,212.14,9.67,-4.36,-4.36,-9.7,15.75,4.05,Jul/25,https://tradingeconomics.com/commodity/tea,2026-08-06T12:18:04.900539
commodity,Agricultural,Sunflower Oil,Sunflower Oil,INR/10 kg,1666.7,3.1,-0.19,0.32,5.2,15.57,29.21,Aug/05,https://tradingeconomics.com/commodity/sunflower-oil,2026-08-06T12:18:04.900595
commodity,Agricultural,Rapeseed,Rapeseed,EUR/T,523.5,4.75,0.92,-1.46,0.72,15.5,11.44,Aug/05,https://tradingeconomics.com/commodity/rapeseed-oil,2026-08-06T12:18:04.900651
commodity,Agricultural,Barley,Barley,INR/T,2281.0,45.0,2.01,6.17,6.17,-0.5,-2.12,Aug/05,https://tradingeconomics.com/commodity/barley,2026-08-06T12:18:04.900706
commodity,Agricultural,Butter,Butter,EUR/T,4020.0,20.0,-0.5,-0.59,2.68,-3.13,-44.21,Aug/05,https://tradingeconomics.com/commodity/butter,2026-08-06T12:18:04.900764
commodity,Agricultural,Corn,Corn,USd/BU,438.0522,1.3022,0.3,-1.73,-1.01,-0.5,13.93,Aug/06,https://tradingeconomics.com/commodity/corn,2026-08-06T12:18:04.900832
commodity,Industrial,Bitumen,Bitumen,CNY/T,3909.0,49.0,1.27,-5.37,5.88,28.75,11.43,Aug/06,https://tradingeconomics.com/commodity/bitumen,2026-08-06T12:18:04.901211
commodity,Industrial,Cobalt,Cobalt,USD/T,56290.0,0.0,0.0,0.0,0.0,5.5,68.86,Aug/05,https://tradingeconomics.com/commodity/cobalt,2026-08-06T12:18:04.901267
commodity,Industrial,Lead,Lead,USD/T,1888.05,3.33,-0.18,-0.61,-0.17,-5.84,-5.95,Aug/06,https://tradingeconomics.com/commodity/lead,2026-08-06T12:18:04.901321
commodity,Industrial,Aluminum,Aluminum,USD/T,3242.5,7.15,-0.22,2.01,4.22,8.23,23.55,Aug/06,https://tradingeconomics.com/commodity/aluminum,2026-08-06T12:18:04.901375
